"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaizeHeight","PitFallSlice","Whereabouts"
5801,"1973 flow-79","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5242,"1973 flow-81","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5243,"1973 flow-81","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5244,"1973 flow-81","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5794,"1973 flow-81","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5795,"1973 flow-81","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5796,"1973 flow-81","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5797,"1973 flow-81","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5248,"1973 flow-84","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5249,"1973 flow-84","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5250,"1973 flow-84","21-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5802,"1973 flow-84","15-Jan-15","CE TF","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5803,"1973 flow-84","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5804,"1973 flow-84","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5805,"1973 flow-84","15-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"","UHH"
5312,"EscapeRd-3802-2","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5313,"EscapeRd-3802-2","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5314,"EscapeRd-3802-2","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5315,"EscapeRd-3802-2","4-Sep-14","TF BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5651,"EscapeRd-3802-2","24-Oct-14","CE AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5652,"EscapeRd-3802-2","24-Oct-14","CE AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5653,"EscapeRd-3802-2","24-Oct-14","CE AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5654,"EscapeRd-3802-2","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5655,"EscapeRd-3802-2","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5656,"EscapeRd-3802-2","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5717,"EscapeRd-3802-2","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5718,"EscapeRd-3802-2","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5719,"EscapeRd-3802-2","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5806,"EscapeRd-3802-2","25-Jan-15","CE","beating","green Dicranopteris linearis",60,"7:45","9:00",NA,NA,"","UHH"
5807,"EscapeRd-3802-2","25-Jan-15","CE","beating","Metrosideros polymorpha",30,"9:30","10:10",NA,NA,"","UHH"
5808,"EscapeRd-3802-2","25-Jan-15","TF","beating","brown Dicranopteris linearis",120,"7:45","10:00",NA,NA,"","UHH"
5809,"EscapeRd-3802-2","25-Jan-15","BC","beating","green Dicranopteris linearis",60,"7:45","10:00",NA,NA,"","UHH"
5810,"EscapeRd-3802-2","25-Jan-15","CE","beating","green Dicranopteris linearis",60,"10:15","11:30",NA,NA,"","UHH"
5811,"EscapeRd-3802-2","25-Jan-15","TF","beating","green Dicranopteris linearis",60,"10:15","11:30",NA,NA,"","UHH"
5812,"EscapeRd-3802-2","25-Jan-15","BC","beating","green Dicranopteris linearis",30,"10:15","11:30",NA,NA,"","UHH"
5304,"EscapeRd-3802-4","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5305,"EscapeRd-3802-4","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5306,"EscapeRd-3802-4","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5307,"EscapeRd-3802-4","4-Sep-14","TF BC","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5663,"EscapeRd-3802-4","24-Oct-14","CE AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5664,"EscapeRd-3802-4","24-Oct-14","CE AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5665,"EscapeRd-3802-4","24-Oct-14","CE AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5666,"EscapeRd-3802-4","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5667,"EscapeRd-3802-4","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5668,"EscapeRd-3802-4","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5723,"EscapeRd-3802-4","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5724,"EscapeRd-3802-4","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5725,"EscapeRd-3802-4","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5771,"EscapeRd-3802-4","20-Jan-15","CE","beating","Coprosma menzesii",60,NA,NA,NA,NA,"","UHH"
5772,"EscapeRd-3802-4","20-Jan-15","CE","beating","Pipturus albidus",60,NA,NA,NA,NA,"","UHH"
5773,"EscapeRd-3802-4","20-Jan-15","TF","beating","green Dicranopteris linearis",180,NA,NA,NA,NA,"","UHH"
5774,"EscapeRd-3802-4","20-Jan-15","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","UHH"
5775,"EscapeRd-3802-4","20-Jan-15","CE","beating","brown Dicranopteris linearis",30,NA,NA,NA,NA,"","UHH"
5776,"EscapeRd-3802-4","20-Jan-15","TF","beating","brown Dicranopteris linearis",30,NA,NA,NA,NA,"","UHH"
5308,"EscapeRd-3802-6","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5309,"EscapeRd-3802-6","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5310,"EscapeRd-3802-6","4-Sep-14","TF BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5311,"EscapeRd-3802-6","4-Sep-14","TF BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5657,"EscapeRd-3802-6","24-Oct-14","CE AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5658,"EscapeRd-3802-6","24-Oct-14","CE AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5659,"EscapeRd-3802-6","24-Oct-14","CE AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5660,"EscapeRd-3802-6","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5661,"EscapeRd-3802-6","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5662,"EscapeRd-3802-6","24-Oct-14","CE AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5720,"EscapeRd-3802-6","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5721,"EscapeRd-3802-6","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5722,"EscapeRd-3802-6","6-Jan-15","CE TF","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5777,"EscapeRd-3802-6","20-Jan-15","CE","beating","green Dicranopteris linearis",150,NA,NA,NA,NA,"","UHH"
5778,"EscapeRd-3802-6","20-Jan-15","TF","beating","green Dicranopteris linearis",120,NA,NA,NA,NA,"","UHH"
5779,"EscapeRd-3802-6","20-Jan-15","TF","beating","brown Dicranopteris linearis",60,NA,NA,NA,NA,"","UHH"
5780,"EscapeRd-3802-6","20-Jan-15","TF","beating","Coprosma menzesii",30,NA,NA,NA,NA,"","UHH"
5781,"EscapeRd-3802-6","20-Jan-15","CE","beating","Pipturus albidus",60,NA,NA,NA,NA,"","UHH"
5589,"EscapeRd-87","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5590,"EscapeRd-87","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5591,"EscapeRd-87","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5592,"EscapeRd-87","2-Oct-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5633,"EscapeRd-87","23-Oct-14","CE BC AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5634,"EscapeRd-87","23-Oct-14","CE BC AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5635,"EscapeRd-87","23-Oct-14","CE BC AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5642,"EscapeRd-87","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5643,"EscapeRd-87","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5644,"EscapeRd-87","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5759,"EscapeRd-87","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"A","UHH"
5760,"EscapeRd-87","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"C","UHH"
5761,"EscapeRd-87","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"E","UHH"
5762,"EscapeRd-87","19-Jan-15","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","UHH"
5763,"EscapeRd-87","19-Jan-15","CE","beating","green Dicranopteris linearis",120,NA,NA,NA,NA,"","UHH"
5764,"EscapeRd-87","19-Jan-15","CE","beating","brown Dicranopteris linearis",60,NA,NA,NA,NA,"","UHH"
5765,"EscapeRd-87","19-Jan-15","TF","beating","green Dicranopteris linearis",120,NA,NA,NA,NA,"","UHH"
5766,"EscapeRd-87","19-Jan-15","TF","beating","brown Dicranopteris linearis",60,NA,NA,NA,NA,"","UHH"
5585,"EscapeRd-89","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5586,"EscapeRd-89","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5587,"EscapeRd-89","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5588,"EscapeRd-89","2-Oct-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5636,"EscapeRd-89","23-Oct-14","CE BC AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5637,"EscapeRd-89","23-Oct-14","CE BC AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5638,"EscapeRd-89","23-Oct-14","CE BC AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5645,"EscapeRd-89","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5646,"EscapeRd-89","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5647,"EscapeRd-89","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5726,"EscapeRd-89","12-Jan-15","ce","beating","green Dicranopteris linearis",90,"2:00","2:45",NA,NA,"","UHH"
5727,"EscapeRd-89","12-Jan-15","tf","beating","green Dicranopteris linearis",90,"2:00","2:45",NA,NA,"","UHH"
5728,"EscapeRd-89","12-Jan-15","ce","beating","brown Dicranopteris linearis",60,"3:00","3:40",NA,NA,"","UHH"
5729,"EscapeRd-89","12-Jan-15","tf","beating","brown Dicranopteris linearis",120,"3:00","4:15",NA,NA,"","UHH"
5730,"EscapeRd-89","12-Jan-15","ce","beating","Metrosideros polymorpha",30,"3:45","4:00",NA,NA,"","UHH"
5731,"EscapeRd-89","12-Jan-15","ce","beating","green Dicranopteris linearis",30,"4:00","4:15",NA,NA,"","UHH"
5756,"EscapeRd-89","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"A","UHH"
5757,"EscapeRd-89","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"C","UHH"
5758,"EscapeRd-89","19-Jan-15","CE TF","InsectaZooka","",NA,NA,NA,NA,NA,"E","UHH"
5593,"EscapeRd-90","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5594,"EscapeRd-90","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5595,"EscapeRd-90","2-Oct-14","AD TF","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5596,"EscapeRd-90","2-Oct-14","AD TF","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5639,"EscapeRd-90","23-Oct-14","CE BC AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5640,"EscapeRd-90","23-Oct-14","CE BC AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5641,"EscapeRd-90","23-Oct-14","CE BC AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","UHH"
5648,"EscapeRd-90","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"B","UHH"
5649,"EscapeRd-90","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"D ","UHH"
5650,"EscapeRd-90","23-Oct-14","CE BC AD","pitfall trap","",NA,NA,NA,NA,NA,"F","UHH"
5767,"EscapeRd-90","19-Jan-15","CE","beating","Ilex anomola",60,NA,NA,NA,NA,"","UHH"
5768,"EscapeRd-90","19-Jan-15","CE","beating","green Dicranopteris linearis",120,NA,NA,NA,NA,"","UHH"
5769,"EscapeRd-90","19-Jan-15","CE","beating","brown Dicranopteris linearis",60,NA,NA,NA,NA,"","UHH"
5770,"EscapeRd-90","19-Jan-15","TF","beating","green Dicranopteris linearis",180,NA,NA,NA,NA,"","UHH"
5813,"EscapeRd-90","19-Jan-15","TF CE","InsectaZooka","",NA,NA,NA,NA,NA,"A","UHH"
5814,"EscapeRd-90","19-Jan-15","TF CE","InsectaZooka","",NA,NA,NA,NA,NA,"C","UHH"
5815,"EscapeRd-90","19-Jan-15","TF CE","InsectaZooka","",NA,NA,NA,NA,NA,"E","UHH"
5030,"AliliSpring-01","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5031,"AliliSpring-01","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5032,"AliliSpring-01","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5033,"AliliSpring-01","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5034,"AliliSpring-01","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5035,"AliliSpring-01","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5006,"AliliSpring-04","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5007,"AliliSpring-04","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5008,"AliliSpring-04","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5009,"AliliSpring-04","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5010,"AliliSpring-04","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5011,"AliliSpring-04","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5000,"AliliSpring-05","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5001,"AliliSpring-05","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5002,"AliliSpring-05","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5003,"AliliSpring-05","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5004,"AliliSpring-05","1-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5005,"AliliSpring-05","1-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5024,"AliliSpring-06","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5025,"AliliSpring-06","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5026,"AliliSpring-06","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5027,"AliliSpring-06","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5028,"AliliSpring-06","7-Jul-14","AD BC","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5029,"AliliSpring-06","7-Jul-14","AD BC","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5018,"AliliSpring-14","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5019,"AliliSpring-14","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5020,"AliliSpring-14","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5021,"AliliSpring-14","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5022,"AliliSpring-14","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5023,"AliliSpring-14","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5012,"AliliSpring-15","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5013,"AliliSpring-15","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5014,"AliliSpring-15","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5015,"AliliSpring-15","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5016,"AliliSpring-15","3-Jul-14","AD LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5017,"AliliSpring-15","3-Jul-14","AD LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5238,"Kaiholena-Old-04","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5239,"Kaiholena-Old-04","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5240,"Kaiholena-Old-04","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5241,"Kaiholena-Old-04","19-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"A","BERKELEY"
5102,"Kaiholena-Old-05","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5103,"Kaiholena-Old-05","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5104,"Kaiholena-Old-05","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5105,"Kaiholena-Old-05","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5106,"Kaiholena-Old-05","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5107,"Kaiholena-Old-05","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5126,"Kaiholena-Old-06","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5127,"Kaiholena-Old-06","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5128,"Kaiholena-Old-06","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5129,"Kaiholena-Old-06","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5130,"Kaiholena-Old-06","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5131,"Kaiholena-Old-06","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5048,"Kaiholena-Old-07","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5049,"Kaiholena-Old-07","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5050,"Kaiholena-Old-07","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5051,"Kaiholena-Old-07","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5052,"Kaiholena-Old-07","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5053,"Kaiholena-Old-07","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5054,"Kaiholena-Old-08","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5055,"Kaiholena-Old-08","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5056,"Kaiholena-Old-08","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5057,"Kaiholena-Old-08","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5058,"Kaiholena-Old-08","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5059,"Kaiholena-Old-08","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5234,"Kaiholena-Old-10b","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5235,"Kaiholena-Old-10b","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5236,"Kaiholena-Old-10b","19-Aug-14","TF CE","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5237,"Kaiholena-Old-10b","19-Aug-14","TF CE","soil extraction","",NA,NA,NA,NA,NA,"C","BERKELEY"
5042,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5043,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5044,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5045,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5046,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5047,"Kaiholena-Yng-02","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5036,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
