"HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","source"
5199,,"Thurston_04","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5200,,"thurston_04","8/12/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5200,,"Thurston_04","12-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5201,,"thurston_04","8/12/2014","C. Ewing, T. Fezza",,"","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5201,,"Thurston_04","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5202,,"thurston_04","8/12/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5202,,"Thurston_04","12-Aug-14","TF CE","soil extraction","","","","",,,"E",,,,"","curtis"
5203,,"thurston_04","8/12/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5203,,"Thurston_04","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5204,,"thurston_05","8/12/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5204,,"Thurston_05","12-Aug-14","TF CE","soil extraction","","","","",,,"A",,,,"","curtis"
5205,,"thurston_05","8/12/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5205,,"Thurston_05","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5206,,"thurston_05","8/12/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5206,,"Thurston_05","12-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5207,,"thurston_05","8/12/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5207,,"Thurston_05","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5208,,"thurston_05","8/12/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5208,,"Thurston_05","12-Aug-14","TF CE","soil extraction","","","","",,,"E",,,,"","curtis"
5209,,"thurston_05","8/12/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5209,,"Thurston_05","12-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5210,,"olaa_12","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5210,,"Olaa_12","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5211,,"olaa_12","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5211,,"Olaa_12","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5212,,"olaa_12","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5212,,"Olaa_12","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5213,,"olaa_12","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","",,"UHH",1,"","added by Andy from Curtis' database","db"
5213,,"Olaa_12","18-Aug-14","TF CE","soil extraction","","","","",,,"E ",,,,"","curtis"
5214,,"olaa_06","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5214,,"Olaa_06","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5215,,"olaa_06","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5215,,"Olaa_06","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5216,,"olaa_06","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5216,,"Olaa_06","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5217,,"olaa_06","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5217,,"Olaa_06","18-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5218,,"olaa_10","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5218,,"Olaa_10","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5219,,"olaa_10","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5219,,"Olaa_10","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5220,,"olaa_10","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5220,,"Olaa_10","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5221,,"olaa_10","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5221,,"Olaa_10","18-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5222,,"olaa_01","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5222,,"Olaa_01","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5223,,"olaa_01","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5223,,"Olaa_01","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5224,,"olaa_01","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5224,,"Olaa_01","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5225,,"olaa_01","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5225,,"Olaa_01","18-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5226,,"olaa_03","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5226,,"Olaa_03","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5227,,"olaa_03","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5227,,"Olaa_03","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5228,,"olaa_03","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5228,,"Olaa_03","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5229,,"olaa_03","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5229,,"Olaa_03","18-Aug-14","TF CE","soil extraction","","","","",,,"A",,,,"","curtis"
5230,,"laupOld_06","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5230,,"olaa_02","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5230,,"Olaa_02","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5231,,"laupOld_06","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5231,,"olaa_02","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5231,,"Olaa_02","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5232,,"laupOld_06","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5232,,"olaa_02","8/18/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5232,,"Olaa_02","18-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5233,,"laupOld_06","8/24/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5233,,"olaa_02","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5233,,"Olaa_02","18-Aug-14","TF CE","soil extraction","","","","",,,"E",,,,"","curtis"
5234,,"laupOld_20","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5234,,"kaiholenaOld_10","8/19/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5234,,"KaiholenaOld_10b","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5235,,"kaiholenaOld_10","8/19/2014","C. Ewing, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5235,,"KaiholenaOld_10b","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5236,,"laupOld_20","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5236,,"kaiholenaOld_10","8/19/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5236,,"KaiholenaOld_10b","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5237,,"laupOld_20","8/24/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5237,,"kaiholenaOld_10","8/19/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5237,,"KaiholenaOld_10b","19-Aug-14","TF CE","soil extraction","","","","",,,"C",,,,"","curtis"
5238,,"laupOld_11","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5238,,"kaiholenaOld_04","8/19/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5238,,"KaiholenaOld_04","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5239,,"laupOld_11","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5239,,"kaiholenaOld_04","8/19/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5239,,"KaiholenaOld_04","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5240,,"laupOld_11","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5240,,"kaiholenaOld_04","8/19/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5240,,"KaiholenaOld_04","19-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5241,,"laupOld_11","8/24/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5241,,"kaiholenaOld_04","8/19/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5241,,"KaiholenaOld_04","19-Aug-14","TF CE","soil extraction","","","","",,,"A",,,,"","curtis"
5242,,"laupOld_05","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5242,,"flow1973_081","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5242,,"1973_81","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5243,,"laupOld_05","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5243,,"flow1973_081","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5243,,"1973_81","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5244,,"laupOld_05","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5244,,"flow1973_081","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5244,,"1973_81","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5245,,"flow1973_079","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5245,,"laupOld_05","8/24/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5245,,"1973_79","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5246,,"laupOld_07","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5246,,"flow1973_079","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5246,,"1973_79","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5247,,"laupOld_07","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5247,,"flow1973_079","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5247,,"1973_79","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5248,,"laupOld_07","8/24/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5248,,"flow1973_084","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5248,,"1973_84","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5249,,"flow1973_084","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5249,,"laupOld_07","8/24/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5249,,"1973_84","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5250,,"treePlanting_03","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5250,,"flow1973_084","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5250,,"1973_84","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5251,,"treePlanting_03","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5251,,"flow1973_110","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5251,,"1973_110","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5252,,"treePlanting_03","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5252,,"flow1973_110","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5252,,"1973_110","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5253,,"flow1973_110","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5253,,"treePlanting_03","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5253,,"1973_110","21-Aug-14","TF CE","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5254,,"treePlanting_05","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5254,,"flow1973_109","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5254,,"TreePlanting_05","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5255,,"treePlanting_05","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5255,,"flow1973_109","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5255,,"TreePlanting_05","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5256,,"treePlanting_05","8/26/2014","A. DeMarco, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5256,,"flow1973_109","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5256,,"TreePlanting_05","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5257,,"flow1973_107","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5257,,"treePlanting_05","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5257,,"TreePlanting_05","26-Aug-14","AD TF","soil extraction","","","","",,,"E",,,,"","curtis"
5258,,"treePlanting_06","8/26/2014","A. DeMarco, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5258,,"flow1973_107","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5258,,"TreePlanting_06","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5259,,"treePlanting_06","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"1","added by Andy from Curtis' database","db"
5259,,"flow1973_107","8/21/2014","C. Ewing, T. Fezza",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5259,,"TreePlanting_06","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5260,,"treePlanting_06","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5260,,"TreePlanting_06","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5261,,"treePlanting_06","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5261,,"TreePlanting_06","26-Aug-14","AD TF","soil extraction","","","","",,,"C",,,,"","curtis"
5262,,"treePlanting_04","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5262,,"TreePlanting_04","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5263,,"treePlanting_04","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5263,,"TreePlanting_04","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5264,,"treePlanting_04","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5264,,"TreePlanting_04","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5265,,"treePlanting_04","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5265,,"TreePlanting_04","26-Aug-14","AD TF","soil extraction","","","","",,,"C",,,,"","curtis"
5266,,"treePlanting_02","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5266,,"TreePlanting_02","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5267,,"treePlanting_02","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5267,,"TreePlanting_02","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5268,,"treePlanting_02","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5268,,"TreePlanting_02","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5269,,"treePlanting_02","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5269,,"TreePlanting_02","26-Aug-14","AD TF","soil extraction","","","","",,,"C",,,,"","curtis"
5270,,"treePlanting_01","8/26/2014","A. DeMarco, T. Fezza",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5270,,"TreePlanting_01a","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5271,,"treePlanting_01","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5271,,"TreePlanting_01a","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5272,,"treePlanting_01","8/26/2014","A. DeMarco, T. Fezza","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5272,,"TreePlanting_01a","26-Aug-14","AD TF","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5273,,"treePlanting_01","8/26/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5273,,"TreePlanting_01a","26-Aug-14","AD TF","soil extraction","","","","",,,"C",,,,"","curtis"
5304,,"escape_04","9/4/2014","T. Fezza, B. Cote",,"","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5304,,"EscapeRd_3802-4","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5305,,"escape_04","9/4/2014","T. Fezza, B. Cote",,"","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5305,,"EscapeRd_3802-4","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5306,,"escape_04","9/4/2014","T. Fezza, B. Cote",,"","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5306,,"EscapeRd_3802-4","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5307,,"escape_04","9/4/2014","T. Fezza, B. Cote","soil extraction","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5307,,"EscapeRd_3802-4","4-Sep-14","TF BC","soil extraction","","","","",,,"E",,,,"","curtis"
5308,,"escape_06","9/4/2014","T. Fezza, B. Cote",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5308,,"EscapeRd_3802-6","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5309,,"escape_06","9/4/2014","T. Fezza, B. Cote",,"","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5309,,"EscapeRd_3802-6","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5310,,"escape_06","9/4/2014","T. Fezza, B. Cote","Litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5310,,"EscapeRd_3802-6","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5311,,"escape_06","9/4/2014","T. Fezza, B. Cote","soil extraction","","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5311,,"EscapeRd_3802-6","4-Sep-14","TF BC","soil extraction","","","","",,,"C",,,,"","curtis"
5312,,"escape_02","9/4/2014","T. Fezza, B. Cote",,"","","","","","","A","Wellman",1,"","added by Andy from Curtis' database","db"
5312,,"EscapeRd_3802-2","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5313,,"escape_02","9/4/2014","T. Fezza, B. Cote",,"","","","","","","C","Wellman",1,"","added by Andy from Curtis' database","db"
5313,,"EscapeRd_3802-2","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5314,,"escape_02","9/4/2014","T. Fezza, B. Cote","litter","","","","","","","E","Wellman",1,"","added by Andy from Curtis' database","db"
5314,,"EscapeRd_3802-2","4-Sep-14","TF BC","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5315,,"escape_02","9/4/2014","T. Fezza, B. Cote","soil extraction","","","","","","","C","Wellman",1,"3","added by Andy from Curtis' database","db"
5315,,"EscapeRd_3802-2","4-Sep-14","TF BC","soil extraction","","","","",,,"C",,,,"","curtis"
5319,,"kohalaYng_20","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5319,,"KohalaYng_20a","10-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5320,,"kohalaYng_20","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5320,,"KohalaYng_20a","10-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5321,,"kohalaYng_20","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5321,,"KohalaYng_20a","10-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5322,,"kohalaYng_08","9/10/2014","C. Ewing, T. Fezza, A. DeMarco",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5322,,"KohalaYng_08","10-Sep-14","CE TF AD","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
5323,,"kohalaYng_08","9/10/2014","C. Ewing, T. Fezza, A. DeMarco",,"","","","","","","C","UHH",1,"","added by Andy from Curtis' database","db"
5323,,"KohalaYng_08","10-Sep-14","CE TF AD","litter sifting-Berlese","","","","",,,"C",,,,"","curtis"
5324,,"kohalaYng_08","9/10/2014","C. Ewing, T. Fezza, A. DeMarco",,"","","","","","","E","UHH",1,"","added by Andy from Curtis' database","db"
5324,,"KohalaYng_08","10-Sep-14","CE TF AD","litter sifting-Berlese","","","","",,,"E",,,,"","curtis"
5325,,"kohalaYng_08","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5325,,"KohalaYng_08","10-Sep-14","CE TF AD","soil extraction","","","","",,,"A",,,,"","curtis"
5326,,"kohalaYng_07","9/10/2014","C. Ewing, T. Fezza, A. DeMarco",,"","","","","","","A","UHH",1,"","added by Andy from Curtis' database","db"
5326,,"KohalaYng_07a","10-Sep-14","CE TF AD","litter sifting-Berlese","","","","",,,"A",,,,"","curtis"
