"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments"
5182,"Thurston-08","8/12/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5183,"Thurston-08","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5184,"Thurston-08","8/12/2014","TF CE","soil extraction","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5185,"Thurston-08","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5186,"Thurston-12","8/12/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5187,"Thurston-12","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5188,"Thurston-12","8/12/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5189,"Thurston-12","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5190,"Thurston-12","8/12/2014","TF CE","soil extraction","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5191,"Thurston-12","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5192,"Thurston-01","8/12/2014","TF CE","soil extraction","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5193,"Thurston-01","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5194,"Thurston-01","8/12/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5195,"Thurston-01","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5196,"Thurston-01","8/12/2014","TF CE","soil extraction","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5197,"Thurston-01","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5198,"Thurston-04","8/12/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5199,"Thurston-04","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5200,"Thurston-04","8/12/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5201,"Thurston-04","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5202,"Thurston-04","8/12/2014","TF CE","soil extraction","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5203,"Thurston-04","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5204,"Thurston-05","8/12/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5205,"Thurston-05","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5206,"Thurston-05","8/12/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5207,"Thurston-05","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5208,"Thurston-05","8/12/2014","TF CE","soil extraction","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5209,"Thurston-05","8/12/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5210,"Olaa-12","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5211,"Olaa-12","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5212,"Olaa-12","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5213,"Olaa-12","8/18/2014","TF CE","soil extraction","","","","","","","E ","UHH",NA,"","added by Andy from Curtis' database"
5214,"Olaa-06","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5215,"Olaa-06","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5216,"Olaa-06","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5217,"Olaa-06","8/18/2014","TF CE","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5218,"Olaa-10","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5219,"Olaa-10","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5220,"Olaa-10","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5221,"Olaa-10","8/18/2014","TF CE","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5222,"Olaa-01","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5223,"Olaa-01","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5224,"Olaa-01","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5225,"Olaa-01","8/18/2014","TF CE","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5226,"Olaa-03","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5227,"Olaa-03","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5228,"Olaa-03","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5229,"Olaa-03","8/18/2014","TF CE","soil extraction","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5230,"Olaa-02","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5230,"Laup65-250-06","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5231,"Olaa-02","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5231,"Laup65-250-06","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5232,"Olaa-02","8/18/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5232,"Laup65-250-06","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5233,"Olaa-02","8/18/2014","TF CE","soil extraction","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5233,"Laup65-250-06","8/24/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5234,"Kaihole-Old-10b","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5234,"Laup65-250-20a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5235,"Kaihole-Old-10b","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5235,"Laup65-250-20a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5236,"Kaihole-Old-10b","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5236,"Laup65-250-20a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5237,"Kaihole-Old-10b","8/19/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5237,"Laup65-250-20a","8/24/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5238,"Kaihole-Old-04","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5238,"Laup65-250-11","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5239,"Kaihole-Old-04","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5239,"Laup65-250-11","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5240,"Kaihole-Old-04","8/19/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5240,"Laup65-250-11","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5241,"Kaihole-Old-04","8/19/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5241,"Laup65-250-11","8/24/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5242,"1973 flow-81","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5242,"Laup65-250-05b","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5243,"1973 flow-81","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5243,"Laup65-250-05b","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5244,"1973 flow-81","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5244,"Laup65-250-05b","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5245,"1973 flow-79","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5245,"Laup65-250-05b","8/24/2014","TF CE","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5246,"1973 flow-79","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5246,"Laup65-250-07a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5247,"1973 flow-79","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5247,"Laup65-250-07a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5248,"1973 flow-84","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5248,"Laup65-250-07a","8/24/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5249,"1973 flow-84","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5249,"Laup65-250-07a","8/24/2014","TF CE","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5250,"1973 flow-84","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5250,"Tree Planting Rd-03","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5251,"1973 flow-110","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5251,"Tree Planting Rd-03","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5252,"1973 flow-110","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5252,"Tree Planting Rd-03","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5253,"1973 flow-110","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5253,"Tree Planting Rd-03","8/26/2014","AD TF","soil extraction","","","","","","","E","",NA,"","added by Andy from Curtis' database"
5254,"1973 flow-109","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5254,"Tree Planting Rd-05","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5255,"1973 flow-109","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5255,"Tree Planting Rd-05","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5256,"1973 flow-109","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5256,"Tree Planting Rd-05","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5257,"1973 flow-107","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5257,"Tree Planting Rd-05","8/26/2014","AD TF","soil extraction","","","","","","","E","",NA,"","added by Andy from Curtis' database"
5258,"1973 flow-107","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5258,"Tree Planting Rd-06","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5259,"1973 flow-107","8/21/2014","TF CE","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5259,"Tree Planting Rd-06","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5260,"Tree Planting Rd-06","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5261,"Tree Planting Rd-06","8/26/2014","AD TF","soil extraction","","","","","","","C","",NA,"","added by Andy from Curtis' database"
5262,"Tree Planting Rd-04","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5263,"Tree Planting Rd-04","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5264,"Tree Planting Rd-04","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5265,"Tree Planting Rd-04","8/26/2014","AD TF","soil extraction","","","","","","","C","",NA,"","added by Andy from Curtis' database"
5266,"Tree Planting Rd-02","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5267,"Tree Planting Rd-02","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5268,"Tree Planting Rd-02","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5269,"Tree Planting Rd-02","8/26/2014","AD TF","soil extraction","","","","","","","C","",NA,"","added by Andy from Curtis' database"
5270,"Tree Planting Rd-01a","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5271,"Tree Planting Rd-01a","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5272,"Tree Planting Rd-01a","8/26/2014","AD TF","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5273,"Tree Planting Rd-01a","8/26/2014","AD TF","soil extraction","","","","","","","C","",NA,"","added by Andy from Curtis' database"
5304,"EscapeRd-3802-4","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5305,"EscapeRd-3802-4","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5306,"EscapeRd-3802-4","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5307,"EscapeRd-3802-4","9/4/2014","TF BC","soil extraction","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5308,"EscapeRd-3802-6","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5309,"EscapeRd-3802-6","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5310,"EscapeRd-3802-6","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5311,"EscapeRd-3802-6","9/4/2014","TF BC","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5312,"EscapeRd-3802-2","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5313,"EscapeRd-3802-2","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5314,"EscapeRd-3802-2","9/4/2014","TF BC","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5315,"EscapeRd-3802-2","9/4/2014","TF BC","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5315,"Kohala-Yng-08","9/10/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5316,"Kohala-Yng-07a","9/10/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5317,"Kohala-Yng-07a","9/10/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5318,"Kohala-Yng-07a","9/10/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5319,"Kohala-Yng-20a","9/10/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5320,"Kohala-Yng-20a","9/10/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5321,"Kohala-Yng-20a","9/10/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5322,"Kohala-Yng-08","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5323,"Kohala-Yng-08","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5324,"Kohala-Yng-08","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5325,"Kohala-Yng-08","9/10/2014","CE TF AD","soil extraction","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5326,"Kohala-Yng-07a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5327,"Kohala-Yng-07a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5328,"Kohala-Yng-07a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5329,"Kohala-Yng-07a","9/10/2014","CE TF AD","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5330,"Kohala-Yng-20a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5331,"Kohala-Yng-20a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5332,"Kohala-Yng-20a","9/10/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5333,"Kohala-Yng-20a","9/10/2014","CE TF AD","soil extraction","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5334,"Kohala-Yng-04","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","BERKELEY",NA,"","added by Andy from Curtis' database"
5335,"Kohala-Yng-04","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5336,"Kohala-Yng-04","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","BERKELEY",NA,"","added by Andy from Curtis' database"
5337,"Kohala-Yng-04","9/11/2014","CE TF AD","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5338,"Kohala-Yng-04","9/11/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5339,"Kohala-Yng-04","9/11/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5340,"Kohala-Yng-04","9/11/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5341,"Kohala-Yng-10a","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5342,"Kohala-Yng-10a","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5343,"Kohala-Yng-10a","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5344,"Kohala-Yng-10a","9/11/2014","CE TF AD","soil extraction","","","","","","","C","BERKELEY",NA,"","added by Andy from Curtis' database"
5345,"Kohala-Yng-10a","9/11/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5346,"Kohala-Yng-10a","9/11/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5347,"Kohala-Yng-10a","9/11/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5348,"Kohala-Yng-03","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5349,"Kohala-Yng-03","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5350,"Kohala-Yng-03","9/11/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5351,"Kohala-Yng-03","9/11/2014","CE TF AD","soil extraction","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5352,"Kohala-Yng-03","9/11/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5353,"Kohala-Yng-03","9/11/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5354,"Kohala-Yng-03","9/11/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5355,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5356,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5357,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5358,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","soil extraction","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5359,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5360,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5361,"Kohala-Old-KOP06a","9/12/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5362,"Kohala-Old-KOP05","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5363,"Kohala-Old-KOP05","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5364,"Kohala-Old-KOP05","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5365,"Kohala-Old-KOP05","9/12/2014","CE TF AD","soil extraction","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5366,"Kohala-Old-KOP05","9/12/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5367,"Kohala-Old-KOP05","9/12/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5368,"Kohala-Old-KOP05","9/12/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5369,"Kohala-Old-KOP01","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5370,"Kohala-Old-KOP01","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5371,"Kohala-Old-KOP01","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5372,"Kohala-Old-KOP01","9/12/2014","CE TF AD","soil extraction","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5373,"Kohala-Old-KOP01","9/12/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
5374,"Kohala-Old-KOP01","9/12/2014","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","added by Andy from Curtis' database"
5375,"Kohala-Old-KOP01","9/12/2014","CE TF AD","Malaise canopy DN","","","","","","","","",NA,"","added by Andy from Curtis' database"
5376,"Kohala-Old-KOP03","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5377,"Kohala-Old-KOP03","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5378,"Kohala-Old-KOP03","9/12/2014","CE TF AD","leaf litter sifting-Berlese","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5379,"Kohala-Old-KOP03","9/12/2014","CE TF AD","soil extraction","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5380,"Kohala-Old-KOP03","9/12/2014","CE TF AD","Malaise ground","","","","","","","","",NA,"","added by Andy from Curtis' database"
